sample_id,particle_size_um
stroke10,799.7
stroke10,795.2
stroke10,523.3
stroke10,1633.9
stroke10,486.0
stroke10,386.1
stroke10,542.5
stroke10,429.2
stroke10,443.0
stroke10,483.8
stroke10,780.9
stroke10,1020.4
stroke10,872.9
stroke10,795.2
stroke10,807.3
stroke10,580.5
stroke10,719.7
stroke10,741.4
stroke10,471.7
stroke10,554.9
stroke10,766.0
stroke10,1273.3
stroke10,1052.8
stroke10,944.4
stroke10,955.1
stroke10,1064.8
stroke10,1402.6
stroke10,1523.0
stroke10,574.9
stroke10,764.7
stroke10,956.9
stroke10,835.6
stroke10,878.2
stroke10,918.5
stroke10,799.6
stroke10,730.7
stroke10,877.9
stroke10,1151.7
stroke10,1074.0
stroke10,784.0
stroke10,639.4
stroke10,372.4
stroke10,1085.4
stroke10,704.4
stroke10,978.4
stroke10,702.0
stroke10,746.6
stroke10,1606.7
stroke10,1226.1
stroke10,1361.8
stroke10,854.2
stroke10,909.1
stroke10,862.7
stroke10,655.9
stroke10,667.8
stroke10,746.8
stroke10,768.3
stroke10,890.8
stroke10,721.7
stroke10,711.2
stroke10,661.0
stroke10,702.0
stroke10,808.3
stroke10,1155.5
stroke10,465.5
stroke10,724.0
stroke10,869.3
stroke10,450.7
stroke10,549.8
stroke10,749.3
stroke10,408.3
stroke10,647.2
stroke10,597.9
stroke10,501.8
stroke10,462.3
stroke10,843.1
stroke10,714.1
stroke10,412.6
stroke10,379.1
stroke10,589.1
stroke10,408.9
stroke10,706.2
stroke10,370.8
stroke10,955.1
stroke10,708.8
stroke10,1224.6
stroke10,427.2
stroke10,911.2
stroke10,1617.7
stroke10,593.5
stroke10,910.3
stroke10,460.7
stroke10,857.2
stroke10,630.9
stroke10,675.2
stroke10,557.9
stroke10,390.0
stroke10,1632.4
stroke10,739.3
stroke10,716.2
stroke10,892.3
stroke10,566.7
stroke10,678.4
stroke10,444.9
stroke10,1057.5
stroke10,572.8
stroke10,818.9
stroke10,431.2
stroke10,394.6
stroke10,541.9
stroke10,417.3
stroke10,587.1
stroke10,594.3
stroke10,549.3
stroke10,607.3
stroke10,593.5
stroke10,771.5
stroke10,723.5
stroke10,781.0
stroke10,532.9
stroke10,376.8
stroke10,538.3
stroke10,497.4
stroke10,293.4
stroke10,430.7
stroke10,503.0
stroke10,321.4
stroke10,497.5
stroke10,393.3
stroke10,400.2
stroke10,310.1
stroke10,516.1
stroke10,680.7
stroke10,587.7
stroke10,457.4
stroke10,852.7
stroke10,634.7
stroke10,448.3
stroke10,362.6
stroke10,533.5
stroke10,482.6
stroke10,627.4
stroke10,523.7
stroke10,411.3
stroke10,619.6
stroke10,714.0
stroke10,357.2
stroke10,853.1
stroke10,1710.0
stroke10,2267.1
stroke10,1180.3
stroke10,841.2
stroke10,588.6
stroke10,574.3
stroke10,341.6
stroke10,480.5
stroke10,668.6
stroke10,657.8
stroke10,965.4
stroke10,550.2
stroke10,594.4
stroke10,807.8
stroke10,548.4
stroke10,1145.6
stroke10,1703.7
stroke10,946.0
stroke10,1525.7
stroke10,533.9
stroke10,539.8
stroke10,933.5
stroke10,538.1
stroke10,506.3
stroke10,593.9
stroke10,684.8
stroke10,554.2
stroke10,343.3
stroke10,560.6
stroke10,708.7
stroke10,761.5
stroke10,1175.7
stroke10,867.3
stroke10,682.5
stroke10,816.2
stroke10,696.1
stroke10,1417.1
stroke10,527.4
stroke10,724.6
stroke10,811.6
stroke10,802.7
stroke10,1941.3
stroke10,738.1
stroke10,596.8
stroke10,612.0
stroke10,630.4
stroke10,573.1
stroke10,268.4
stroke10,572.6
stroke10,379.2
stroke10,515.3
stroke10,474.7
stroke10,339.1
stroke10,916.4
stroke10,948.4
stroke10,1105.3
stroke10,888.1
stroke10,1278.4
stroke10,1005.7
stroke10,773.1
stroke10,745.4
stroke10,674.7
stroke10,797.7
stroke10,639.5
stroke10,574.1
stroke10,488.0
stroke10,556.1
stroke10,375.7
stroke10,616.5
stroke10,699.4
stroke10,449.4
stroke10,410.1
stroke10,359.4
stroke10,382.2
stroke10,512.1
stroke10,570.5
stroke10,549.6
stroke10,422.4
stroke10,1870.4
stroke10,1122.7
stroke10,1638.0
stroke10,2031.7
stroke10,974.6
stroke10,1015.7
stroke10,1057.7
stroke10,945.7
stroke10,1308.8
stroke10,1004.3
stroke10,485.0
stroke10,490.1
stroke10,518.3
stroke10,787.4
stroke10,1133.6
stroke10,542.5
stroke10,637.6
stroke10,648.7
stroke10,580.3
stroke10,666.7
stroke10,546.0
stroke10,643.8
stroke10,1048.6
stroke10,502.3
stroke10,579.2
stroke10,812.9
stroke10,769.3
stroke10,552.1
stroke10,541.4
stroke10,528.3
stroke10,609.8
stroke10,467.1
stroke10,787.3
stroke10,824.3
stroke10,944.5
stroke10,967.1
stroke10,946.7
stroke10,610.9
stroke10,1000.3
stroke10,949.7
stroke10,662.3
stroke10,825.5
stroke10,1683.3
stroke10,791.5
stroke10,793.6
stroke10,738.8
stroke10,652.3
stroke10,860.9
stroke10,1667.2
stroke10,794.8
stroke10,1566.5
stroke10,651.8
stroke10,681.9
stroke10,592.8
stroke10,584.1
stroke10,699.2
stroke10,532.1
stroke10,643.8
stroke10,685.1
stroke10,643.0
stroke10,499.5
stroke10,483.9
stroke10,662.6
stroke10,673.1
stroke10,476.2
stroke10,789.5
stroke10,357.3
stroke10,720.1
stroke10,424.1
stroke10,626.3
stroke10,621.7
stroke10,684.2
stroke10,881.1
stroke10,1763.3
stroke10,517.2
stroke10,503.0
stroke10,680.2
stroke10,526.8
stroke10,368.1
stroke10,409.8
