sample_id,particle_size_um
stroke15,1970.0
stroke15,284.7
stroke15,698.9
stroke15,751.2
stroke15,399.4
stroke15,523.1
stroke15,431.7
stroke15,360.9
stroke15,311.1
stroke15,634.3
stroke15,376.0
stroke15,633.1
stroke15,279.6
stroke15,830.6
stroke15,503.6
stroke15,554.7
stroke15,654.6
stroke15,1015.2
stroke15,558.7
stroke15,682.3
stroke15,989.3
stroke15,483.2
stroke15,698.9
stroke15,942.9
stroke15,613.9
stroke15,537.7
stroke15,726.2
stroke15,549.7
stroke15,404.5
stroke15,721.1
stroke15,512.7
stroke15,405.7
stroke15,401.4
stroke15,437.7
stroke15,413.1
stroke15,654.4
stroke15,751.4
stroke15,685.6
stroke15,572.2
stroke15,632.9
stroke15,500.1
stroke15,1359.7
stroke15,725.3
stroke15,626.4
stroke15,632.2
stroke15,614.8
stroke15,1122.5
stroke15,762.9
stroke15,936.0
stroke15,590.6
stroke15,690.3
stroke15,667.5
stroke15,597.5
stroke15,1921.2
stroke15,464.3
stroke15,786.2
stroke15,690.4
stroke15,408.2
stroke15,368.0
stroke15,886.9
stroke15,286.8
stroke15,574.1
stroke15,437.5
stroke15,514.8
stroke15,1188.3
stroke15,733.3
stroke15,731.8
stroke15,602.2
stroke15,738.6
stroke15,591.8
stroke15,461.4
stroke15,472.1
stroke15,414.9
stroke15,465.7
stroke15,954.5
stroke15,416.4
stroke15,1190.9
stroke15,410.9
stroke15,771.4
stroke15,691.4
stroke15,576.4
stroke15,499.7
stroke15,616.0
stroke15,2183.3
stroke15,375.1
stroke15,555.7
stroke15,530.9
stroke15,438.9
stroke15,527.6
stroke15,755.5
stroke15,1379.4
stroke15,2094.7
stroke15,391.9
stroke15,395.2
stroke15,253.5
stroke15,628.1
stroke15,451.0
stroke15,354.3
stroke15,612.7
stroke15,650.0
stroke15,329.4
stroke15,376.9
stroke15,529.9
stroke15,377.5
stroke15,466.5
stroke15,236.3
stroke15,335.5
stroke15,576.2
stroke15,274.7
stroke15,394.0
stroke15,572.3
stroke15,1143.0
stroke15,656.7
stroke15,247.7
stroke15,469.4
stroke15,318.9
stroke15,972.8
stroke15,538.4
stroke15,338.1
stroke15,462.0
stroke15,610.6
stroke15,545.9
stroke15,687.5
stroke15,428.4
stroke15,584.3
stroke15,678.2
stroke15,1449.9
stroke15,1205.0
stroke15,822.5
stroke15,675.2
stroke15,637.4
stroke15,994.8
stroke15,274.8
stroke15,364.5
stroke15,521.8
stroke15,813.3
stroke15,434.3
stroke15,273.9
stroke15,670.3
stroke15,778.7
stroke15,371.2
stroke15,472.1
stroke15,240.3
stroke15,580.9
stroke15,277.1
stroke15,558.7
stroke15,319.0
stroke15,353.3
stroke15,252.8
stroke15,314.7
stroke15,321.2
stroke15,206.1
stroke15,952.6
stroke15,847.5
stroke15,551.2
stroke15,687.3
stroke15,672.7
stroke15,620.4
stroke15,261.4
stroke15,527.7
stroke15,698.1
stroke15,595.7
stroke15,392.6
stroke15,1073.6
stroke15,515.1
stroke15,397.2
stroke15,337.0
stroke15,547.3
stroke15,232.4
stroke15,491.9
stroke15,503.7
stroke15,737.1
stroke15,498.2
stroke15,536.6
stroke15,691.9
stroke15,553.0
stroke15,318.4
stroke15,674.4
stroke15,498.8
stroke15,647.9
stroke15,341.2
stroke15,673.7
stroke15,703.0
